idx,sample_id,image_path,text_source,image_source,fake_cls,gt_answers,label
780,train_000780,/real/usa_today_test_500/usa_today_test_280.png,VisualNews,VisualNews,original,True,0
781,train_000781,/real/usa_today_test_500/usa_today_test_281.png,VisualNews,VisualNews,original,True,0
782,train_000782,/real/usa_today_test_500/usa_today_test_282.png,VisualNews,VisualNews,original,True,0
783,train_000783,/real/usa_today_test_500/usa_today_test_283.png,VisualNews,VisualNews,original,True,0
784,train_000784,/real/usa_today_test_500/usa_today_test_284.png,VisualNews,VisualNews,original,True,0
785,train_000785,/real/usa_today_test_500/usa_today_test_285.png,VisualNews,VisualNews,original,True,0
786,train_000786,/real/usa_today_test_500/usa_today_test_286.png,VisualNews,VisualNews,original,True,0
787,train_000787,/real/usa_today_test_500/usa_today_test_287.png,VisualNews,VisualNews,original,True,0
788,train_000788,/real/usa_today_test_500/usa_today_test_288.png,VisualNews,VisualNews,original,True,0
789,train_000789,/real/usa_today_test_500/usa_today_test_289.png,VisualNews,VisualNews,original,True,0
790,train_000790,/real/usa_today_test_500/usa_today_test_290.png,VisualNews,VisualNews,original,True,0
791,train_000791,/real/usa_today_test_500/usa_today_test_291.png,VisualNews,VisualNews,original,True,0
792,train_000792,/real/usa_today_test_500/usa_today_test_292.png,VisualNews,VisualNews,original,True,0
793,train_000793,/real/usa_today_test_500/usa_today_test_293.png,VisualNews,VisualNews,original,True,0
794,train_000794,/real/usa_today_test_500/usa_today_test_294.png,VisualNews,VisualNews,original,True,0
795,train_000795,/real/usa_today_test_500/usa_today_test_295.png,VisualNews,VisualNews,original,True,0
796,train_000796,/real/usa_today_test_500/usa_today_test_296.png,VisualNews,VisualNews,original,True,0
797,train_000797,/real/usa_today_test_500/usa_today_test_297.png,VisualNews,VisualNews,original,True,0
798,train_000798,/real/usa_today_test_500/usa_today_test_298.png,VisualNews,VisualNews,original,True,0
799,train_000799,/real/usa_today_test_500/usa_today_test_299.png,VisualNews,VisualNews,original,True,0
800,train_000800,/real/usa_today_test_500/usa_today_test_300.png,VisualNews,VisualNews,original,True,0
801,train_000801,/real/usa_today_test_500/usa_today_test_301.png,VisualNews,VisualNews,original,True,0
802,train_000802,/real/usa_today_test_500/usa_today_test_302.png,VisualNews,VisualNews,original,True,0
803,train_000803,/real/usa_today_test_500/usa_today_test_303.png,VisualNews,VisualNews,original,True,0
804,train_000804,/real/usa_today_test_500/usa_today_test_304.png,VisualNews,VisualNews,original,True,0
805,train_000805,/real/usa_today_test_500/usa_today_test_305.png,VisualNews,VisualNews,original,True,0
806,train_000806,/real/usa_today_test_500/usa_today_test_306.png,VisualNews,VisualNews,original,True,0
807,train_000807,/real/usa_today_test_500/usa_today_test_307.png,VisualNews,VisualNews,original,True,0
808,train_000808,/real/usa_today_test_500/usa_today_test_308.png,VisualNews,VisualNews,original,True,0
809,train_000809,/real/usa_today_test_500/usa_today_test_309.png,VisualNews,VisualNews,original,True,0
810,train_000810,/real/usa_today_test_500/usa_today_test_310.png,VisualNews,VisualNews,original,True,0
811,train_000811,/real/usa_today_test_500/usa_today_test_311.png,VisualNews,VisualNews,original,True,0
812,train_000812,/real/usa_today_test_500/usa_today_test_312.png,VisualNews,VisualNews,original,True,0
813,train_000813,/real/usa_today_test_500/usa_today_test_313.png,VisualNews,VisualNews,original,True,0
814,train_000814,/real/usa_today_test_500/usa_today_test_314.png,VisualNews,VisualNews,original,True,0
815,train_000815,/real/usa_today_test_500/usa_today_test_315.png,VisualNews,VisualNews,original,True,0
816,train_000816,/real/usa_today_test_500/usa_today_test_316.png,VisualNews,VisualNews,original,True,0
817,train_000817,/real/usa_today_test_500/usa_today_test_317.png,VisualNews,VisualNews,original,True,0
818,train_000818,/real/usa_today_test_500/usa_today_test_318.png,VisualNews,VisualNews,original,True,0
819,train_000819,/real/usa_today_test_500/usa_today_test_319.png,VisualNews,VisualNews,original,True,0
820,train_000820,/real/usa_today_test_500/usa_today_test_320.png,VisualNews,VisualNews,original,True,0
821,train_000821,/real/usa_today_test_500/usa_today_test_321.png,VisualNews,VisualNews,original,True,0
822,train_000822,/real/usa_today_test_500/usa_today_test_322.png,VisualNews,VisualNews,original,True,0
823,train_000823,/real/usa_today_test_500/usa_today_test_323.png,VisualNews,VisualNews,original,True,0
824,train_000824,/real/usa_today_test_500/usa_today_test_324.png,VisualNews,VisualNews,original,True,0
825,train_000825,/real/usa_today_test_500/usa_today_test_325.png,VisualNews,VisualNews,original,True,0
826,train_000826,/real/usa_today_test_500/usa_today_test_326.png,VisualNews,VisualNews,original,True,0
827,train_000827,/real/usa_today_test_500/usa_today_test_327.png,VisualNews,VisualNews,original,True,0
828,train_000828,/real/usa_today_test_500/usa_today_test_328.png,VisualNews,VisualNews,original,True,0
829,train_000829,/real/usa_today_test_500/usa_today_test_329.png,VisualNews,VisualNews,original,True,0
830,train_000830,/real/usa_today_test_500/usa_today_test_330.png,VisualNews,VisualNews,original,True,0
831,train_000831,/real/usa_today_test_500/usa_today_test_331.png,VisualNews,VisualNews,original,True,0
832,train_000832,/real/usa_today_test_500/usa_today_test_332.png,VisualNews,VisualNews,original,True,0
833,train_000833,/real/usa_today_test_500/usa_today_test_333.png,VisualNews,VisualNews,original,True,0
834,train_000834,/real/usa_today_test_500/usa_today_test_334.png,VisualNews,VisualNews,original,True,0
835,train_000835,/real/usa_today_test_500/usa_today_test_335.png,VisualNews,VisualNews,original,True,0
836,train_000836,/real/usa_today_test_500/usa_today_test_336.png,VisualNews,VisualNews,original,True,0
837,train_000837,/real/usa_today_test_500/usa_today_test_337.png,VisualNews,VisualNews,original,True,0
838,train_000838,/real/usa_today_test_500/usa_today_test_338.png,VisualNews,VisualNews,original,True,0
839,train_000839,/real/usa_today_test_500/usa_today_test_339.png,VisualNews,VisualNews,original,True,0
840,train_000840,/real/usa_today_test_500/usa_today_test_340.png,VisualNews,VisualNews,original,True,0
841,train_000841,/real/usa_today_test_500/usa_today_test_341.png,VisualNews,VisualNews,original,True,0
842,train_000842,/real/usa_today_test_500/usa_today_test_342.png,VisualNews,VisualNews,original,True,0
843,train_000843,/real/usa_today_test_500/usa_today_test_343.png,VisualNews,VisualNews,original,True,0
844,train_000844,/real/usa_today_test_500/usa_today_test_344.png,VisualNews,VisualNews,original,True,0
845,train_000845,/real/usa_today_test_500/usa_today_test_345.png,VisualNews,VisualNews,original,True,0
846,train_000846,/real/usa_today_test_500/usa_today_test_346.png,VisualNews,VisualNews,original,True,0
847,train_000847,/real/usa_today_test_500/usa_today_test_347.png,VisualNews,VisualNews,original,True,0
848,train_000848,/real/usa_today_test_500/usa_today_test_348.png,VisualNews,VisualNews,original,True,0
849,train_000849,/real/usa_today_test_500/usa_today_test_349.png,VisualNews,VisualNews,original,True,0
850,train_000850,/real/usa_today_test_500/usa_today_test_350.png,VisualNews,VisualNews,original,True,0
851,train_000851,/real/usa_today_test_500/usa_today_test_351.png,VisualNews,VisualNews,original,True,0
852,train_000852,/real/usa_today_test_500/usa_today_test_352.png,VisualNews,VisualNews,original,True,0
853,train_000853,/real/usa_today_test_500/usa_today_test_353.png,VisualNews,VisualNews,original,True,0
854,train_000854,/real/usa_today_test_500/usa_today_test_354.png,VisualNews,VisualNews,original,True,0
855,train_000855,/real/usa_today_test_500/usa_today_test_355.png,VisualNews,VisualNews,original,True,0
856,train_000856,/real/usa_today_test_500/usa_today_test_356.png,VisualNews,VisualNews,original,True,0
857,train_000857,/real/usa_today_test_500/usa_today_test_357.png,VisualNews,VisualNews,original,True,0
858,train_000858,/real/usa_today_test_500/usa_today_test_358.png,VisualNews,VisualNews,original,True,0
859,train_000859,/real/usa_today_test_500/usa_today_test_359.png,VisualNews,VisualNews,original,True,0
860,train_000860,/real/usa_today_test_500/usa_today_test_360.png,VisualNews,VisualNews,original,True,0
861,train_000861,/real/usa_today_test_500/usa_today_test_361.png,VisualNews,VisualNews,original,True,0
862,train_000862,/real/usa_today_test_500/usa_today_test_362.png,VisualNews,VisualNews,original,True,0
863,train_000863,/real/usa_today_test_500/usa_today_test_363.png,VisualNews,VisualNews,original,True,0
864,train_000864,/real/usa_today_test_500/usa_today_test_364.png,VisualNews,VisualNews,original,True,0
865,train_000865,/real/usa_today_test_500/usa_today_test_365.png,VisualNews,VisualNews,original,True,0
866,train_000866,/real/usa_today_test_500/usa_today_test_366.png,VisualNews,VisualNews,original,True,0
867,train_000867,/real/usa_today_test_500/usa_today_test_367.png,VisualNews,VisualNews,original,True,0
868,train_000868,/real/usa_today_test_500/usa_today_test_368.png,VisualNews,VisualNews,original,True,0
869,train_000869,/real/usa_today_test_500/usa_today_test_369.png,VisualNews,VisualNews,original,True,0
870,train_000870,/real/usa_today_test_500/usa_today_test_370.png,VisualNews,VisualNews,original,True,0
871,train_000871,/real/usa_today_test_500/usa_today_test_371.png,VisualNews,VisualNews,original,True,0
872,train_000872,/real/usa_today_test_500/usa_today_test_372.png,VisualNews,VisualNews,original,True,0
873,train_000873,/real/usa_today_test_500/usa_today_test_373.png,VisualNews,VisualNews,original,True,0
874,train_000874,/real/usa_today_test_500/usa_today_test_374.png,VisualNews,VisualNews,original,True,0
875,train_000875,/real/usa_today_test_500/usa_today_test_375.png,VisualNews,VisualNews,original,True,0
876,train_000876,/real/usa_today_test_500/usa_today_test_376.png,VisualNews,VisualNews,original,True,0
877,train_000877,/real/usa_today_test_500/usa_today_test_377.png,VisualNews,VisualNews,original,True,0
878,train_000878,/real/usa_today_test_500/usa_today_test_378.png,VisualNews,VisualNews,original,True,0
879,train_000879,/real/usa_today_test_500/usa_today_test_379.png,VisualNews,VisualNews,original,True,0
880,train_000880,/real/usa_today_test_500/usa_today_test_380.png,VisualNews,VisualNews,original,True,0
881,train_000881,/real/usa_today_test_500/usa_today_test_381.png,VisualNews,VisualNews,original,True,0
882,train_000882,/real/usa_today_test_500/usa_today_test_382.png,VisualNews,VisualNews,original,True,0
883,train_000883,/real/usa_today_test_500/usa_today_test_383.png,VisualNews,VisualNews,original,True,0
884,train_000884,/real/usa_today_test_500/usa_today_test_384.png,VisualNews,VisualNews,original,True,0
885,train_000885,/real/usa_today_test_500/usa_today_test_385.png,VisualNews,VisualNews,original,True,0
886,train_000886,/real/usa_today_test_500/usa_today_test_386.png,VisualNews,VisualNews,original,True,0
887,train_000887,/real/usa_today_test_500/usa_today_test_387.png,VisualNews,VisualNews,original,True,0
888,train_000888,/real/usa_today_test_500/usa_today_test_388.png,VisualNews,VisualNews,original,True,0
889,train_000889,/real/usa_today_test_500/usa_today_test_389.png,VisualNews,VisualNews,original,True,0
890,train_000890,/real/usa_today_test_500/usa_today_test_390.png,VisualNews,VisualNews,original,True,0
891,train_000891,/real/usa_today_test_500/usa_today_test_391.png,VisualNews,VisualNews,original,True,0
892,train_000892,/real/usa_today_test_500/usa_today_test_392.png,VisualNews,VisualNews,original,True,0
893,train_000893,/real/usa_today_test_500/usa_today_test_393.png,VisualNews,VisualNews,original,True,0
894,train_000894,/real/usa_today_test_500/usa_today_test_394.png,VisualNews,VisualNews,original,True,0
895,train_000895,/real/usa_today_test_500/usa_today_test_395.png,VisualNews,VisualNews,original,True,0
896,train_000896,/real/usa_today_test_500/usa_today_test_396.png,VisualNews,VisualNews,original,True,0
897,train_000897,/real/usa_today_test_500/usa_today_test_397.png,VisualNews,VisualNews,original,True,0
898,train_000898,/real/usa_today_test_500/usa_today_test_398.png,VisualNews,VisualNews,original,True,0
899,train_000899,/real/usa_today_test_500/usa_today_test_399.png,VisualNews,VisualNews,original,True,0
900,train_000900,/real/usa_today_test_500/usa_today_test_400.png,VisualNews,VisualNews,original,True,0
901,train_000901,/real/usa_today_test_500/usa_today_test_401.png,VisualNews,VisualNews,original,True,0
902,train_000902,/real/usa_today_test_500/usa_today_test_402.png,VisualNews,VisualNews,original,True,0
903,train_000903,/real/usa_today_test_500/usa_today_test_403.png,VisualNews,VisualNews,original,True,0
904,train_000904,/real/usa_today_test_500/usa_today_test_404.png,VisualNews,VisualNews,original,True,0
905,train_000905,/real/usa_today_test_500/usa_today_test_405.png,VisualNews,VisualNews,original,True,0
906,train_000906,/real/usa_today_test_500/usa_today_test_406.png,VisualNews,VisualNews,original,True,0
907,train_000907,/real/usa_today_test_500/usa_today_test_407.png,VisualNews,VisualNews,original,True,0
908,train_000908,/real/usa_today_test_500/usa_today_test_408.png,VisualNews,VisualNews,original,True,0
909,train_000909,/real/usa_today_test_500/usa_today_test_409.png,VisualNews,VisualNews,original,True,0
910,train_000910,/real/usa_today_test_500/usa_today_test_410.png,VisualNews,VisualNews,original,True,0
911,train_000911,/real/usa_today_test_500/usa_today_test_411.png,VisualNews,VisualNews,original,True,0
912,train_000912,/real/usa_today_test_500/usa_today_test_412.png,VisualNews,VisualNews,original,True,0
913,train_000913,/real/usa_today_test_500/usa_today_test_413.png,VisualNews,VisualNews,original,True,0
914,train_000914,/real/usa_today_test_500/usa_today_test_414.png,VisualNews,VisualNews,original,True,0
915,train_000915,/real/usa_today_test_500/usa_today_test_415.png,VisualNews,VisualNews,original,True,0
916,train_000916,/real/usa_today_test_500/usa_today_test_416.png,VisualNews,VisualNews,original,True,0
917,train_000917,/real/usa_today_test_500/usa_today_test_417.png,VisualNews,VisualNews,original,True,0
918,train_000918,/real/usa_today_test_500/usa_today_test_418.png,VisualNews,VisualNews,original,True,0
919,train_000919,/real/usa_today_test_500/usa_today_test_419.png,VisualNews,VisualNews,original,True,0
920,train_000920,/real/usa_today_test_500/usa_today_test_420.png,VisualNews,VisualNews,original,True,0
921,train_000921,/real/usa_today_test_500/usa_today_test_421.png,VisualNews,VisualNews,original,True,0
922,train_000922,/real/usa_today_test_500/usa_today_test_422.png,VisualNews,VisualNews,original,True,0
923,train_000923,/real/usa_today_test_500/usa_today_test_423.png,VisualNews,VisualNews,original,True,0
924,train_000924,/real/usa_today_test_500/usa_today_test_424.png,VisualNews,VisualNews,original,True,0
925,train_000925,/real/usa_today_test_500/usa_today_test_425.png,VisualNews,VisualNews,original,True,0
926,train_000926,/real/usa_today_test_500/usa_today_test_426.png,VisualNews,VisualNews,original,True,0
927,train_000927,/real/usa_today_test_500/usa_today_test_427.png,VisualNews,VisualNews,original,True,0
928,train_000928,/real/usa_today_test_500/usa_today_test_428.png,VisualNews,VisualNews,original,True,0
929,train_000929,/real/usa_today_test_500/usa_today_test_429.png,VisualNews,VisualNews,original,True,0
930,train_000930,/real/usa_today_test_500/usa_today_test_430.png,VisualNews,VisualNews,original,True,0
931,train_000931,/real/usa_today_test_500/usa_today_test_431.png,VisualNews,VisualNews,original,True,0
932,train_000932,/real/usa_today_test_500/usa_today_test_432.png,VisualNews,VisualNews,original,True,0
933,train_000933,/real/usa_today_test_500/usa_today_test_433.png,VisualNews,VisualNews,original,True,0
934,train_000934,/real/usa_today_test_500/usa_today_test_434.png,VisualNews,VisualNews,original,True,0
935,train_000935,/real/usa_today_test_500/usa_today_test_435.png,VisualNews,VisualNews,original,True,0
936,train_000936,/real/usa_today_test_500/usa_today_test_436.png,VisualNews,VisualNews,original,True,0
937,train_000937,/real/usa_today_test_500/usa_today_test_437.png,VisualNews,VisualNews,original,True,0
938,train_000938,/real/usa_today_test_500/usa_today_test_438.png,VisualNews,VisualNews,original,True,0
939,train_000939,/real/usa_today_test_500/usa_today_test_439.png,VisualNews,VisualNews,original,True,0
940,train_000940,/real/usa_today_test_500/usa_today_test_440.png,VisualNews,VisualNews,original,True,0
941,train_000941,/real/usa_today_test_500/usa_today_test_441.png,VisualNews,VisualNews,original,True,0
942,train_000942,/real/usa_today_test_500/usa_today_test_442.png,VisualNews,VisualNews,original,True,0
943,train_000943,/real/usa_today_test_500/usa_today_test_443.png,VisualNews,VisualNews,original,True,0
944,train_000944,/real/usa_today_test_500/usa_today_test_444.png,VisualNews,VisualNews,original,True,0
945,train_000945,/real/usa_today_test_500/usa_today_test_445.png,VisualNews,VisualNews,original,True,0
946,train_000946,/real/usa_today_test_500/usa_today_test_446.png,VisualNews,VisualNews,original,True,0
947,train_000947,/real/usa_today_test_500/usa_today_test_447.png,VisualNews,VisualNews,original,True,0
948,train_000948,/real/usa_today_test_500/usa_today_test_448.png,VisualNews,VisualNews,original,True,0
949,train_000949,/real/usa_today_test_500/usa_today_test_449.png,VisualNews,VisualNews,original,True,0
950,train_000950,/real/usa_today_test_500/usa_today_test_450.png,VisualNews,VisualNews,original,True,0
951,train_000951,/real/usa_today_test_500/usa_today_test_451.png,VisualNews,VisualNews,original,True,0
952,train_000952,/real/usa_today_test_500/usa_today_test_452.png,VisualNews,VisualNews,original,True,0
953,train_000953,/real/usa_today_test_500/usa_today_test_453.png,VisualNews,VisualNews,original,True,0
954,train_000954,/real/usa_today_test_500/usa_today_test_454.png,VisualNews,VisualNews,original,True,0
955,train_000955,/real/usa_today_test_500/usa_today_test_455.png,VisualNews,VisualNews,original,True,0
956,train_000956,/real/usa_today_test_500/usa_today_test_456.png,VisualNews,VisualNews,original,True,0
957,train_000957,/real/usa_today_test_500/usa_today_test_457.png,VisualNews,VisualNews,original,True,0
958,train_000958,/real/usa_today_test_500/usa_today_test_458.png,VisualNews,VisualNews,original,True,0
959,train_000959,/real/usa_today_test_500/usa_today_test_459.png,VisualNews,VisualNews,original,True,0
960,train_000960,/real/usa_today_test_500/usa_today_test_460.png,VisualNews,VisualNews,original,True,0
961,train_000961,/real/usa_today_test_500/usa_today_test_461.png,VisualNews,VisualNews,original,True,0
962,train_000962,/real/usa_today_test_500/usa_today_test_462.png,VisualNews,VisualNews,original,True,0
963,train_000963,/real/usa_today_test_500/usa_today_test_463.png,VisualNews,VisualNews,original,True,0
964,train_000964,/real/usa_today_test_500/usa_today_test_464.png,VisualNews,VisualNews,original,True,0
965,train_000965,/real/usa_today_test_500/usa_today_test_465.png,VisualNews,VisualNews,original,True,0
966,train_000966,/real/usa_today_test_500/usa_today_test_466.png,VisualNews,VisualNews,original,True,0
967,train_000967,/real/usa_today_test_500/usa_today_test_467.png,VisualNews,VisualNews,original,True,0
968,train_000968,/real/usa_today_test_500/usa_today_test_468.png,VisualNews,VisualNews,original,True,0
969,train_000969,/real/usa_today_test_500/usa_today_test_469.png,VisualNews,VisualNews,original,True,0
970,train_000970,/real/usa_today_test_500/usa_today_test_470.png,VisualNews,VisualNews,original,True,0
971,train_000971,/real/usa_today_test_500/usa_today_test_471.png,VisualNews,VisualNews,original,True,0
972,train_000972,/real/usa_today_test_500/usa_today_test_472.png,VisualNews,VisualNews,original,True,0
973,train_000973,/real/usa_today_test_500/usa_today_test_473.png,VisualNews,VisualNews,original,True,0
974,train_000974,/real/usa_today_test_500/usa_today_test_474.png,VisualNews,VisualNews,original,True,0
975,train_000975,/real/usa_today_test_500/usa_today_test_475.png,VisualNews,VisualNews,original,True,0
976,train_000976,/real/usa_today_test_500/usa_today_test_476.png,VisualNews,VisualNews,original,True,0
977,train_000977,/real/usa_today_test_500/usa_today_test_477.png,VisualNews,VisualNews,original,True,0
978,train_000978,/real/usa_today_test_500/usa_today_test_478.png,VisualNews,VisualNews,original,True,0
979,train_000979,/real/usa_today_test_500/usa_today_test_479.png,VisualNews,VisualNews,original,True,0
980,train_000980,/real/usa_today_test_500/usa_today_test_480.png,VisualNews,VisualNews,original,True,0
981,train_000981,/real/usa_today_test_500/usa_today_test_481.png,VisualNews,VisualNews,original,True,0
982,train_000982,/real/usa_today_test_500/usa_today_test_482.png,VisualNews,VisualNews,original,True,0
983,train_000983,/real/usa_today_test_500/usa_today_test_483.png,VisualNews,VisualNews,original,True,0
984,train_000984,/real/usa_today_test_500/usa_today_test_484.png,VisualNews,VisualNews,original,True,0
985,train_000985,/real/usa_today_test_500/usa_today_test_485.png,VisualNews,VisualNews,original,True,0
986,train_000986,/real/usa_today_test_500/usa_today_test_486.png,VisualNews,VisualNews,original,True,0
987,train_000987,/real/usa_today_test_500/usa_today_test_487.png,VisualNews,VisualNews,original,True,0
988,train_000988,/real/usa_today_test_500/usa_today_test_488.png,VisualNews,VisualNews,original,True,0
989,train_000989,/real/usa_today_test_500/usa_today_test_489.png,VisualNews,VisualNews,original,True,0
990,train_000990,/real/usa_today_test_500/usa_today_test_490.png,VisualNews,VisualNews,original,True,0
991,train_000991,/real/usa_today_test_500/usa_today_test_491.png,VisualNews,VisualNews,original,True,0
992,train_000992,/real/usa_today_test_500/usa_today_test_492.png,VisualNews,VisualNews,original,True,0
993,train_000993,/real/usa_today_test_500/usa_today_test_493.png,VisualNews,VisualNews,original,True,0
994,train_000994,/real/usa_today_test_500/usa_today_test_494.png,VisualNews,VisualNews,original,True,0
995,train_000995,/real/usa_today_test_500/usa_today_test_495.png,VisualNews,VisualNews,original,True,0
996,train_000996,/real/usa_today_test_500/usa_today_test_496.png,VisualNews,VisualNews,original,True,0
997,train_000997,/real/usa_today_test_500/usa_today_test_497.png,VisualNews,VisualNews,original,True,0
998,train_000998,/real/usa_today_test_500/usa_today_test_498.png,VisualNews,VisualNews,original,True,0
999,train_000999,/real/usa_today_test_500/usa_today_test_499.png,VisualNews,VisualNews,original,True,0
1000,train_001000,/real/wash_test_500/wash_test_0.png,VisualNews,VisualNews,original,True,0
1001,train_001001,/real/wash_test_500/wash_test_1.png,VisualNews,VisualNews,original,True,0
1002,train_001002,/real/wash_test_500/wash_test_2.png,VisualNews,VisualNews,original,True,0
1003,train_001003,/real/wash_test_500/wash_test_3.png,VisualNews,VisualNews,original,True,0
1004,train_001004,/real/wash_test_500/wash_test_4.png,VisualNews,VisualNews,original,True,0
1005,train_001005,/real/wash_test_500/wash_test_5.png,VisualNews,VisualNews,original,True,0
1006,train_001006,/real/wash_test_500/wash_test_6.png,VisualNews,VisualNews,original,True,0
1007,train_001007,/real/wash_test_500/wash_test_7.png,VisualNews,VisualNews,original,True,0
1008,train_001008,/real/wash_test_500/wash_test_8.png,VisualNews,VisualNews,original,True,0
1009,train_001009,/real/wash_test_500/wash_test_9.png,VisualNews,VisualNews,original,True,0
1010,train_001010,/real/wash_test_500/wash_test_10.png,VisualNews,VisualNews,original,True,0
1011,train_001011,/real/wash_test_500/wash_test_11.png,VisualNews,VisualNews,original,True,0
1012,train_001012,/real/wash_test_500/wash_test_12.png,VisualNews,VisualNews,original,True,0
1013,train_001013,/real/wash_test_500/wash_test_13.png,VisualNews,VisualNews,original,True,0
1014,train_001014,/real/wash_test_500/wash_test_14.png,VisualNews,VisualNews,original,True,0
1015,train_001015,/real/wash_test_500/wash_test_15.png,VisualNews,VisualNews,original,True,0
1016,train_001016,/real/wash_test_500/wash_test_16.png,VisualNews,VisualNews,original,True,0
1017,train_001017,/real/wash_test_500/wash_test_17.png,VisualNews,VisualNews,original,True,0
1018,train_001018,/real/wash_test_500/wash_test_18.png,VisualNews,VisualNews,original,True,0
1019,train_001019,/real/wash_test_500/wash_test_19.png,VisualNews,VisualNews,original,True,0
1020,train_001020,/real/wash_test_500/wash_test_20.png,VisualNews,VisualNews,original,True,0
1021,train_001021,/real/wash_test_500/wash_test_21.png,VisualNews,VisualNews,original,True,0
1022,train_001022,/real/wash_test_500/wash_test_22.png,VisualNews,VisualNews,original,True,0
1023,train_001023,/real/wash_test_500/wash_test_23.png,VisualNews,VisualNews,original,True,0
1024,train_001024,/real/wash_test_500/wash_test_24.png,VisualNews,VisualNews,original,True,0
1025,train_001025,/real/wash_test_500/wash_test_25.png,VisualNews,VisualNews,original,True,0
1026,train_001026,/real/wash_test_500/wash_test_26.png,VisualNews,VisualNews,original,True,0
1027,train_001027,/real/wash_test_500/wash_test_27.png,VisualNews,VisualNews,original,True,0
1028,train_001028,/real/wash_test_500/wash_test_28.png,VisualNews,VisualNews,original,True,0
1029,train_001029,/real/wash_test_500/wash_test_29.png,VisualNews,VisualNews,original,True,0
1030,train_001030,/real/wash_test_500/wash_test_30.png,VisualNews,VisualNews,original,True,0
1031,train_001031,/real/wash_test_500/wash_test_31.png,VisualNews,VisualNews,original,True,0
1032,train_001032,/real/wash_test_500/wash_test_32.png,VisualNews,VisualNews,original,True,0
1033,train_001033,/real/wash_test_500/wash_test_33.png,VisualNews,VisualNews,original,True,0
1034,train_001034,/real/wash_test_500/wash_test_34.png,VisualNews,VisualNews,original,True,0
1035,train_001035,/real/wash_test_500/wash_test_35.png,VisualNews,VisualNews,original,True,0
1036,train_001036,/real/wash_test_500/wash_test_36.png,VisualNews,VisualNews,original,True,0
1037,train_001037,/real/wash_test_500/wash_test_37.png,VisualNews,VisualNews,original,True,0
1038,train_001038,/real/wash_test_500/wash_test_38.png,VisualNews,VisualNews,original,True,0
1039,train_001039,/real/wash_test_500/wash_test_39.png,VisualNews,VisualNews,original,True,0
1040,train_001040,/real/wash_test_500/wash_test_40.png,VisualNews,VisualNews,original,True,0
1041,train_001041,/real/wash_test_500/wash_test_41.png,VisualNews,VisualNews,original,True,0
1042,train_001042,/real/wash_test_500/wash_test_42.png,VisualNews,VisualNews,original,True,0
1043,train_001043,/real/wash_test_500/wash_test_43.png,VisualNews,VisualNews,original,True,0
1044,train_001044,/real/wash_test_500/wash_test_44.png,VisualNews,VisualNews,original,True,0
1045,train_001045,/real/wash_test_500/wash_test_45.png,VisualNews,VisualNews,original,True,0
1046,train_001046,/real/wash_test_500/wash_test_46.png,VisualNews,VisualNews,original,True,0
1047,train_001047,/real/wash_test_500/wash_test_47.png,VisualNews,VisualNews,original,True,0
1048,train_001048,/real/wash_test_500/wash_test_48.png,VisualNews,VisualNews,original,True,0
1049,train_001049,/real/wash_test_500/wash_test_49.png,VisualNews,VisualNews,original,True,0
1050,train_001050,/real/wash_test_500/wash_test_50.png,VisualNews,VisualNews,original,True,0
1051,train_001051,/real/wash_test_500/wash_test_51.png,VisualNews,VisualNews,original,True,0
1052,train_001052,/real/wash_test_500/wash_test_52.png,VisualNews,VisualNews,original,True,0
1053,train_001053,/real/wash_test_500/wash_test_53.png,VisualNews,VisualNews,original,True,0
1054,train_001054,/real/wash_test_500/wash_test_54.png,VisualNews,VisualNews,original,True,0
1055,train_001055,/real/wash_test_500/wash_test_55.png,VisualNews,VisualNews,original,True,0
1056,train_001056,/real/wash_test_500/wash_test_56.png,VisualNews,VisualNews,original,True,0
1057,train_001057,/real/wash_test_500/wash_test_57.png,VisualNews,VisualNews,original,True,0
1058,train_001058,/real/wash_test_500/wash_test_58.png,VisualNews,VisualNews,original,True,0
1059,train_001059,/real/wash_test_500/wash_test_59.png,VisualNews,VisualNews,original,True,0
1060,train_001060,/real/wash_test_500/wash_test_60.png,VisualNews,VisualNews,original,True,0
1061,train_001061,/real/wash_test_500/wash_test_61.png,VisualNews,VisualNews,original,True,0
1062,train_001062,/real/wash_test_500/wash_test_62.png,VisualNews,VisualNews,original,True,0
1063,train_001063,/real/wash_test_500/wash_test_63.png,VisualNews,VisualNews,original,True,0
1064,train_001064,/real/wash_test_500/wash_test_64.png,VisualNews,VisualNews,original,True,0
1065,train_001065,/real/wash_test_500/wash_test_65.png,VisualNews,VisualNews,original,True,0
1066,train_001066,/real/wash_test_500/wash_test_66.png,VisualNews,VisualNews,original,True,0
1067,train_001067,/real/wash_test_500/wash_test_67.png,VisualNews,VisualNews,original,True,0
1068,train_001068,/real/wash_test_500/wash_test_68.png,VisualNews,VisualNews,original,True,0
1069,train_001069,/real/wash_test_500/wash_test_69.png,VisualNews,VisualNews,original,True,0
1070,train_001070,/real/wash_test_500/wash_test_70.png,VisualNews,VisualNews,original,True,0
1071,train_001071,/real/wash_test_500/wash_test_71.png,VisualNews,VisualNews,original,True,0
1072,train_001072,/real/wash_test_500/wash_test_72.png,VisualNews,VisualNews,original,True,0
1073,train_001073,/real/wash_test_500/wash_test_73.png,VisualNews,VisualNews,original,True,0
1074,train_001074,/real/wash_test_500/wash_test_74.png,VisualNews,VisualNews,original,True,0
