sample_idx,fake_cls,label,prediction,correct,dominant_token,attn_img,attn_txt,attn_cross,attn_diff,attn_scalars,aitr_prob,clip_prob,ateeq_score,deberta_score
238,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7479,0.0758,0.7902,0.5
239,original,0,1,0,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7645,0.0134,0.9306,0.5
240,original,0,1,0,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.8372,0.8157,0.1197,0.5
241,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.5102,0.0019,0.4354,0.0345
242,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1827,0.5677,0.0815,0.411,0.1623
243,original,0,0,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.5558,0.0101,0.5038,0.5
244,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7079,0.0122,0.7725,0.1083
245,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6927,0.0219,0.6993,0.0002
246,original,0,1,0,scalars,0.1637,0.1616,0.1636,0.1616,0.1832,0.8944,0.5356,0.8701,0.5
247,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4314,0.001,0.3222,0.0022
248,original,0,0,1,scalars,0.164,0.1617,0.1637,0.1619,0.1824,0.357,0.016,0.131,0.0001
249,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1828,0.5432,0.0059,0.464,0.004
250,original,0,1,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1826,0.6655,0.3348,0.2633,0.5
251,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.6063,0.0001,0.6163,0.0067
252,original,0,0,1,scalars,0.164,0.1618,0.1637,0.1619,0.1823,0.3718,0.1138,0.0494,0.5
253,original,0,0,1,scalars,0.1639,0.1618,0.1637,0.1618,0.1824,0.3989,0.0595,0.1544,0.5
254,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7481,0.1631,0.6774,0.5
255,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.3527,0.0001,0.1814,0.5
256,original,0,0,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.5126,0.0,0.4702,0.5
257,original,0,1,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.9273,0.9985,0.5169,0.6273
258,original,0,0,1,scalars,0.1639,0.1617,0.1636,0.1617,0.1828,0.5927,0.0091,0.5587,0.5
259,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.8439,0.5879,0.4247,0.0001
260,original,0,0,1,scalars,0.1639,0.1616,0.1637,0.1618,0.1827,0.4857,0.0314,0.3466,0.5
261,original,0,1,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.9163,1.0,0.18,0.5
262,original,0,0,1,scalars,0.164,0.1618,0.1637,0.1619,0.1822,0.2729,0.0,0.0067,0.5
263,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3378,0.0208,0.1058,0.5
264,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.72,0.001,0.8583,0.5
265,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.5639,0.0005,0.5439,0.0206
266,original,0,1,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.609,0.2637,0.231,0.5
267,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4047,0.0298,0.1947,0.5
268,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6404,0.0065,0.6445,0.5
269,original,0,0,1,scalars,0.1639,0.1616,0.1637,0.1618,0.1827,0.4153,0.0,0.3104,0.5
270,original,0,0,1,scalars,0.164,0.1617,0.1637,0.1618,0.1824,0.3638,0.0131,0.1779,0.5
271,original,0,0,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.5578,0.0001,0.5274,0.5
272,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.3773,0.0,0.2705,0.5
273,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.49,0.0006,0.3928,0.0056
274,original,0,0,1,scalars,0.1639,0.1617,0.1636,0.1617,0.1827,0.4749,0.0011,0.3743,0.0028
275,original,0,1,0,scalars,0.1639,0.1617,0.1636,0.1617,0.1829,0.6235,0.0037,0.6248,0.9688
276,original,0,1,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1826,0.8621,0.831,0.2223,0.2121
277,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1826,0.4059,0.0008,0.2698,0.5
278,original,0,0,1,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.4205,0.0,0.3363,0.5
279,original,0,1,0,scalars,0.1638,0.1615,0.1636,0.1618,0.1829,0.613,0.0038,0.6189,0.5
280,original,0,1,0,scalars,0.1638,0.1615,0.1636,0.1618,0.1829,0.6001,0.0,0.6037,0.5
281,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.5251,0.0,0.5032,0.005
282,original,0,1,0,scalars,0.1639,0.1616,0.1635,0.1618,0.183,0.74,0.0038,0.8531,0.0028
283,original,0,0,1,scalars,0.1639,0.1616,0.1637,0.1619,0.1825,0.3955,0.0051,0.2458,0.5
284,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.5245,0.001,0.4704,0.5
285,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6258,0.0011,0.6039,0.0029
286,original,0,1,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.9342,0.9991,0.5257,0.0006
287,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.8967,0.855,0.4207,0.0007
288,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7183,0.0004,0.8226,0.5
289,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1829,0.5604,0.0,0.601,0.5
290,original,0,0,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.5571,0.0014,0.5098,0.5
291,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.3621,0.0161,0.1346,0.0006
292,original,0,0,1,scalars,0.164,0.1617,0.1637,0.1619,0.1822,0.3184,0.0466,0.0069,0.5
293,original,0,1,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.9248,0.9999,0.4535,0.5
294,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4572,0.0612,0.2539,0.5
295,original,0,1,0,scalars,0.1638,0.1615,0.1636,0.1618,0.1829,0.632,0.0006,0.6592,0.5
296,original,0,1,0,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7194,0.0,0.8415,0.5
297,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1617,0.1827,0.5411,0.0985,0.3363,0.5
298,original,0,1,0,scalars,0.1638,0.1616,0.1636,0.1618,0.1829,0.6566,0.0028,0.691,0.0011
299,original,0,0,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.372,0.0,0.2168,0.5
300,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.648,0.0,0.7084,0.5
301,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7672,0.0012,0.902,0.0002
302,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8815,0.4809,0.7571,0.5
303,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1832,0.8616,0.3678,0.8417,0.0044
304,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.9458,0.9952,0.8797,0.0
305,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9077,0.7387,0.6773,0.0041
306,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7858,0.0059,0.9999,0.5
307,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7612,0.0067,0.892,0.5
308,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9498,0.9984,0.9588,0.5
309,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1832,0.9238,0.7023,0.896,0.0006
310,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.183,0.7592,0.0731,0.7872,0.0022
311,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.7711,0.0001,0.9866,0.0007
312,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.8023,0.0204,0.9993,0.5
313,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7503,0.0001,0.9661,0.0031
314,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1618,0.1831,0.8567,0.2512,0.9153,0.0004
315,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7894,0.0119,0.9817,0.5
316,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1618,0.1832,0.8621,0.2708,0.9795,0.0058
317,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.8107,0.0792,0.9854,0.0104
318,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1832,0.9469,0.9791,0.8859,0.0
319,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7763,0.001,0.9938,0.0001
320,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.9424,0.9666,0.8411,0.5
321,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1618,0.1831,0.786,0.0113,0.9749,0.5
322,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.7451,0.0073,0.8722,0.0009
323,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.8036,0.0383,0.9544,0.5
324,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7691,0.0019,0.9394,0.5
325,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.8639,0.3398,0.9182,0.0003
326,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.787,0.0079,0.9794,0.5
327,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7635,0.0028,0.9459,0.0027
328,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1831,0.7789,0.0017,0.9904,0.5
329,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1618,0.1831,0.7555,0.0003,0.9145,0.5
330,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1616,0.1635,0.1617,0.1831,0.7687,0.0,0.9906,0.0011
331,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7633,0.0169,0.9026,0.5
332,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7016,0.0,0.7963,0.0006
333,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1618,0.1831,0.7968,0.0443,0.9332,0.5
334,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1831,0.7908,0.0452,0.9668,0.0187
335,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7124,0.0413,0.7212,0.5
336,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7859,0.0059,0.9641,0.5
337,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.5794,0.0,0.5685,0.0061
338,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7618,0.0004,0.9493,0.173
339,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7755,0.0185,0.9239,0.0938
340,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7491,0.0034,0.8897,0.0289
341,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1635,0.1616,0.1832,0.9299,0.7484,0.9681,0.0001
342,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7906,0.0147,0.974,0.0008
343,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8248,0.1791,0.9161,0.5
344,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6756,0.007,0.7189,0.5
345,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7958,0.0322,0.9924,0.0002
346,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7711,0.0,0.9998,0.0009
347,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7984,0.0311,0.9995,0.5
348,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7762,0.002,0.9989,0.0005
349,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.7387,0.0114,0.8293,0.5
350,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7449,0.0,0.9156,0.0015
351,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1831,0.8034,0.0619,0.9785,0.0017
352,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7204,0.0094,0.7842,0.0044
353,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.785,0.0011,0.9945,0.0227
354,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7641,0.0,0.9821,0.5
355,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.6912,0.0,0.8006,0.0367
356,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7524,0.0019,0.9341,0.5
357,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7859,0.0256,0.9674,0.5
358,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7806,0.003,0.9683,0.5
359,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1618,0.1832,0.9452,0.9777,0.9661,0.0001
360,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1832,0.843,0.1877,0.9745,0.5
361,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7504,0.0007,0.8999,0.0798
362,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1831,0.7842,0.0004,0.9993,0.5
363,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.7061,0.0003,0.7926,0.0197
364,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1615,0.1636,0.1617,0.1832,0.9005,0.4578,0.9439,0.0458
365,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7434,0.0101,0.831,0.0268
366,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8089,0.0718,0.959,0.5
367,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7745,0.0175,0.9368,0.5
368,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7117,0.0004,0.8191,0.0064
369,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.6345,0.1185,0.4764,0.9861
370,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7105,0.0001,0.8051,0.0
371,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.5938,0.0,0.6191,0.5
372,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1617,0.1832,0.9331,0.8421,0.8413,0.0062
373,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8164,0.1082,0.9717,0.0008
374,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.9124,0.6734,0.7736,0.0131
375,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9419,0.8663,0.9948,0.0077
376,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1831,0.7553,0.0002,0.9272,0.0002
377,textual_veracity_distortion,1,1,1,scalars,0.1637,0.1616,0.1636,0.1617,0.1833,0.9342,0.7702,0.9775,0.5
378,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.7796,0.0055,0.982,0.0013
379,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1635,0.1617,0.1832,0.939,0.8594,0.946,0.5
380,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.707,0.0126,0.7547,0.0035
381,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7864,0.0063,0.958,0.5
382,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.619,0.0028,0.607,0.5
383,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1616,0.1831,0.8457,0.2265,0.915,0.0003
384,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7396,0.0021,0.8563,0.036
385,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7476,0.0,0.9002,0.0021
386,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1831,0.7823,0.0034,0.9839,0.5
387,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1831,0.7757,0.0401,0.8859,0.5
388,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7409,0.0038,0.869,0.5
389,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1616,0.1832,0.8865,0.4077,0.9045,0.0079
390,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7737,0.0556,0.8818,0.5
391,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7636,0.0001,0.9818,0.5
392,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7513,0.0,0.9457,0.0044
393,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7703,0.0078,0.9466,0.5
394,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.7338,0.0144,0.8161,0.5
395,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7496,0.0003,0.9317,0.5
396,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7753,0.0073,0.974,0.5
397,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1615,0.1636,0.1618,0.1831,0.7596,0.0028,0.9105,0.5
398,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.7667,0.0018,0.9438,0.0007
399,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1831,0.7594,0.0027,0.9144,0.5
400,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8894,0.9967,0.1327,0.5
401,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4263,0.0746,0.1934,0.5
402,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.8695,0.7644,0.4141,0.0031
403,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.7052,0.208,0.5274,0.5
404,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.7324,0.5426,0.1717,0.0005
405,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.183,0.6824,0.0883,0.6318,0.5
406,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4864,0.0731,0.3085,0.0008
407,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.321,0.0,0.1414,0.1196
408,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.356,0.0042,0.1724,0.5
409,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1827,0.8827,0.8983,0.2606,0.5
410,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1825,0.3551,0.0096,0.1783,0.0451
411,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.8972,0.995,0.1826,0.0002
412,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1635,0.1617,0.1832,0.9519,0.9878,0.9926,0.7426
413,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.9196,0.9888,0.4666,0.0071
414,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1825,0.3651,0.0195,0.1728,0.5
415,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1829,0.6832,0.2151,0.4941,0.0005
416,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.8763,0.9977,0.075,0.5
417,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1618,0.1637,0.1618,0.1823,0.3002,0.0086,0.0537,0.5
418,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.5803,0.0736,0.4849,0.0002
419,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.183,0.9357,0.9987,0.5963,0.0001
420,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1827,0.8031,0.5384,0.3155,0.0032
421,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.9049,1.0,0.1759,0.5
422,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1617,0.1831,0.8614,0.4727,0.7126,0.5
423,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1617,0.1826,0.8823,0.9833,0.1831,0.0265
424,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.9143,0.9981,0.3579,0.5
425,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1637,0.1618,0.1826,0.4649,0.0257,0.3261,0.0082
426,textual_veracity_distortion,1,0,0,scalars,0.164,0.1618,0.1637,0.1619,0.1822,0.2919,0.0147,0.0051,0.0042
427,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4166,0.0567,0.2124,0.0002
428,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1637,0.1618,0.1827,0.9085,0.9995,0.2572,0.0015
429,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4103,0.0145,0.2439,0.6838
430,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1617,0.1827,0.8897,0.9782,0.2238,0.4347
431,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.4554,0.0001,0.3793,0.5
432,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.4057,0.0011,0.2818,0.0069
433,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1636,0.1617,0.1828,0.5726,0.0529,0.4522,0.5
434,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1617,0.1636,0.1617,0.1829,0.6401,0.0756,0.5587,0.0003
435,textual_veracity_distortion,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1823,0.2993,0.0032,0.0678,0.0097
436,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.4295,0.0305,0.2446,0.5
437,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.3023,0.0001,0.0729,0.0067
438,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.568,0.0845,0.4126,0.0005
439,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1616,0.1636,0.1619,0.1827,0.907,0.9979,0.2717,0.0026
440,textual_veracity_distortion,1,1,1,scalars,0.164,0.1617,0.1637,0.1619,0.1824,0.8713,0.9919,0.0416,0.0056
441,textual_veracity_distortion,1,0,0,scalars,0.164,0.1617,0.1637,0.1619,0.1823,0.3172,0.007,0.0858,0.0217
442,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1636,0.1618,0.1827,0.4416,0.0065,0.3338,0.5
443,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1636,0.1617,0.1828,0.5694,0.0427,0.4693,0.0019
444,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1824,0.4271,0.1906,0.0609,0.5
445,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1619,0.1823,0.2865,0.0004,0.0612,0.5
446,textual_veracity_distortion,1,0,0,scalars,0.1638,0.1617,0.1637,0.1617,0.1827,0.546,0.0461,0.3829,0.0048
447,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3803,0.0206,0.2149,0.0174
448,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1636,0.1619,0.1826,0.4648,0.0385,0.2962,0.0016
449,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1617,0.1637,0.1618,0.1825,0.3775,0.0069,0.2172,0.0746
450,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1617,0.1637,0.1618,0.1826,0.837,0.8181,0.1284,0.5
451,textual_veracity_distortion,1,1,1,scalars,0.1638,0.1616,0.1636,0.1618,0.1828,0.7705,0.4588,0.3693,0.001
452,textual_veracity_distortion,1,1,1,scalars,0.1639,0.1616,0.1636,0.1618,0.1827,0.8102,0.6427,0.2415,0.001
453,textual_veracity_distortion,1,0,0,scalars,0.1639,0.1616,0.1636,0.1618,0.1828,0.5752,0.0083,0.5287,0.5
