sample_id,deberta_score,entity_count,has_evidence
train_001989,0.5,1,0
train_001990,0.0069103907,2,1
train_001991,0.0005415421,4,1
train_001992,0.0017738118,2,1
train_001993,0.02940372,3,1
train_001994,0.00038162796,2,1
train_001995,0.9901578,3,1
train_001996,0.0005019261,4,1
train_001997,0.005832971,2,1
train_001998,0.5,3,0
train_001999,0.0051215733,4,1
train_002000,0.00013196892,1,1
train_002001,0.5,4,0
train_002002,0.0047284677,3,1
train_002003,0.5,3,0
train_002004,0.5,2,0
train_002005,0.5,4,0
train_002006,0.013811708,4,1
train_002007,0.014650995,3,1
train_002008,0.5,3,0
train_002009,0.5,2,0
train_002010,0.5,3,0
train_002011,0.5,2,0
train_002012,0.5,4,0
train_002013,0.0030533564,4,1
train_002014,0.0019490686,3,1
train_002015,0.5,4,0
train_002016,0.015459678,4,1
train_002017,0.5,3,0
train_002018,0.5,3,0
train_002019,0.0021548062,2,1
train_002020,0.5,2,0
train_002021,0.00055277435,1,1
train_002022,0.5,3,0
train_002023,0.5,4,0
train_002024,0.5,4,0
train_002025,0.5,2,0
train_002026,0.021230904,2,1
train_002027,0.5,4,0
train_002028,0.004293781,4,1
train_002029,0.016999645,3,1
train_002030,0.5,4,0
train_002031,0.5,4,0
train_002032,0.5,4,0
train_002033,0.5,4,0
train_002034,0.9857254,1,1
train_002035,0.5,1,0
train_002036,0.5,3,0
train_002037,0.5,3,0
train_002038,0.0011676967,2,1
train_002039,0.5,2,0
train_002040,0.0011073645,3,1
train_002041,0.19015741,4,1
train_002042,0.5,2,0
train_002043,0.5,3,0
train_002044,0.5,3,0
train_002045,0.0011036205,3,1
train_002046,0.5,4,0
train_002047,0.5,3,0
train_002048,0.5,1,0
train_002049,0.0004538218,1,1
train_002050,0.5,2,0
train_002051,0.006476777,3,1
train_002052,0.0013410008,3,1
train_002053,0.026522089,2,1
train_002054,0.5,1,0
train_002055,0.00063282694,4,1
train_002056,0.5,4,0
train_002057,0.5,4,0
train_002058,0.9694428,3,1
train_002059,0.5,4,0
train_002060,0.0061346735,4,1
train_002061,0.5,3,0
train_002062,0.5,4,0
train_002063,0.5,3,0
train_002064,0.024679314,4,1
train_002065,0.00010466193,3,1
train_002066,0.5,3,0
train_002067,0.5,4,0
train_002068,0.0057745622,4,1
train_002069,0.5,2,0
train_002070,0.5,3,0
train_002071,0.5,1,0
train_002072,0.5,3,0
train_002073,0.00012336153,2,1
train_002074,0.003586784,4,1
train_002075,0.0031559635,2,1
train_002076,0.5,3,0
train_002077,0.70877594,3,1
train_002078,0.5,2,0
train_002079,0.037718665,4,1
train_002080,0.5,3,0
train_002081,0.5,3,0
train_002082,0.5,2,0
train_002083,0.5,3,0
train_002084,0.005559144,3,1
train_002085,0.5,4,0
train_002086,0.0007981198,3,1
train_002087,0.004109005,4,1
train_002088,0.5,3,0
train_002089,0.5,3,0
train_002090,0.5,2,0
train_002091,0.0009780265,1,1
train_002092,0.5,3,0
train_002093,0.5,1,0
train_002094,0.5,3,0
train_002095,0.023431681,2,1
train_002096,0.5,3,0
train_002097,0.5,3,0
train_002098,0.000285307,4,1
train_002099,8.261933e-05,3,1
train_002100,0.5,4,0
train_002101,0.5,3,0
train_002102,0.5,4,0
train_002103,0.07630369,4,1
train_002104,0.5,3,0
train_002105,0.5,3,0
train_002106,9.803472e-05,4,1
train_002107,0.5,2,0
train_002108,0.9820613,4,1
train_002109,0.5,3,0
train_002110,0.5,3,0
train_002111,0.0017870583,4,1
train_002112,0.5,3,0
train_002113,0.5,4,0
train_002114,0.0006254545,4,1
train_002115,0.5,3,0
train_002116,0.5,3,0
train_002117,0.5,4,0
train_002118,0.5,3,0
train_002119,0.5,3,0
train_002120,0.5,1,0
train_002121,0.0075136544,4,1
train_002122,0.004437245,3,1
train_002123,0.5,4,0
train_002124,0.5,1,0
train_002125,0.006079622,3,1
train_002126,0.5,2,0
train_002127,0.006270244,4,1
train_002128,0.5,4,0
train_002129,0.5,4,0
train_002130,0.5,4,0
train_002131,0.5,3,0
train_002132,0.0034758865,3,1
train_002133,0.021646902,4,1
train_002134,0.5,1,0
train_002135,0.5,4,0
train_002136,0.02626009,3,1
train_002137,0.5,3,0
train_002138,0.5,2,0
train_002139,0.2047473,3,1
train_002140,0.5,4,0
train_002141,0.8337509,3,1
train_002142,0.0005018146,2,1
train_002143,0.5,4,0
train_002144,0.5,2,0
train_002145,0.5,4,0
train_002146,0.5,1,0
train_002147,0.5,1,0
train_002148,0.5,3,0
train_002149,0.5,3,0
train_002150,0.5,3,0
train_002151,0.006590778,4,1
train_002152,0.5,4,0
train_002153,0.5,3,0
train_002154,0.5,3,0
train_002155,0.97325945,4,1
train_002156,0.9894705,4,1
train_002157,0.5,3,0
train_002158,0.5,3,0
train_002159,0.5,3,0
train_002160,0.5,3,0
train_002161,0.5,3,0
train_002162,0.5,3,0
train_002163,0.0048075356,3,1
train_002164,0.5,2,0
train_002165,0.5,3,0
train_002166,0.5,3,0
train_002167,0.5,3,0
train_002168,0.5,2,0
train_002169,0.0006370963,1,1
train_002170,0.5,4,0
train_002171,0.008691542,4,1
train_002172,0.5,2,0
train_002173,0.5,2,0
train_002174,0.007297698,3,1
train_002175,0.5,3,0
train_002176,0.5,2,0
train_002177,0.9887705,4,1
train_002178,0.5,3,0
train_002179,0.009892584,4,1
train_002180,0.00043516932,2,1
train_002181,0.5,3,0
train_002182,0.19688429,3,1
train_002183,0.5,2,0
train_002184,0.5,3,0
train_002185,0.5,3,0
train_002186,0.003110786,4,1
train_002187,0.0065857703,4,1
train_002188,0.10381951,4,1
train_002189,0.5,3,0
train_002190,0.5,4,0
train_002191,0.5,4,0
train_002192,0.5,2,0
train_002193,0.0023645875,3,1
train_002194,0.5,2,0
train_002195,0.008375166,3,1
train_002196,0.5,4,0
train_002197,0.0031911354,2,1
train_002198,0.5,4,0
train_002199,0.5,3,0
train_002200,0.5,3,0
train_002201,0.28042066,4,1
train_002202,0.000845042,4,1
train_002203,0.5,3,0
train_002204,0.5,3,0
train_002205,0.5,2,0
train_002206,0.5,2,0
train_002207,0.5,4,0
train_002208,0.5,2,0
train_002209,0.5,3,0
train_002210,0.5,4,0
train_002211,0.5,3,0
train_002212,0.5,2,0
train_002213,0.009079481,4,1
train_002214,0.5,4,0
train_002215,0.008868484,4,1
train_002216,0.5,3,0
train_002217,0.5,3,0
train_002218,0.0010345785,3,1
train_002219,0.0010878594,3,1
train_002220,0.007396195,2,1
train_002221,0.5,3,0
train_002222,0.5,2,0
train_002223,0.5,1,0
train_002224,0.0012951028,4,1
train_002225,0.0020991873,3,1
train_002226,0.5,3,0
train_002227,0.5,4,0
train_002228,0.5,4,0
train_002229,0.5,3,0
train_002230,0.0011538048,3,1
train_002231,0.5,3,0
train_002232,0.4231463,4,1
train_002233,0.5,3,0
train_002234,0.5,2,0
train_002235,0.5,3,0
train_002236,0.5,3,0
train_002237,0.5,3,0
train_002238,0.018010393,3,1
train_002239,0.5,4,0
train_002240,0.15360615,4,1
train_002241,0.0017340737,3,1
train_002242,0.5,4,0
train_002243,0.5,3,0
train_002244,0.5,2,0
train_002245,0.5501967,4,1
train_002246,0.012917453,4,1
train_002247,0.021519946,2,1
train_002248,0.5,3,0
train_002249,0.5,4,0
train_002250,0.5,4,0
train_002251,0.9899726,4,1
train_002252,0.029881947,3,1
train_002253,0.5,2,0
train_002254,0.5,2,0
train_002255,0.02884139,3,1
train_002256,0.5,2,0
train_002257,0.5,3,0
train_002258,0.5,3,0
train_002259,0.081324406,3,1
train_002260,0.5,3,0
train_002261,0.085058585,4,1
train_002262,0.0002802385,4,1
train_002263,0.003466362,3,1
train_002264,0.5,3,0
train_002265,0.036793616,4,1
train_002266,0.007386084,4,1
train_002267,0.011575229,3,1
train_002268,0.5,3,0
train_002269,0.5,3,0
train_002270,0.0005054104,4,1
train_002271,0.0069489814,3,1
train_002272,0.5,3,0
train_002273,0.5,2,0
train_002274,0.70931405,4,1
train_002275,0.5,4,0
train_002276,0.5,3,0
train_002277,0.5,3,0
train_002278,0.5,3,0
train_002279,0.5,4,0
train_002280,0.0027591793,1,1
train_002281,0.5,3,0
train_002282,0.5,2,0
train_002283,0.9395352,3,1
train_002284,0.99001884,4,1
train_002285,0.5,3,0
train_002286,0.0009296495,3,1
train_002287,0.013463067,4,1
train_002288,0.0066678724,4,1
train_002289,0.010715044,4,1
train_002290,0.5,3,0
train_002291,0.5,3,0
train_002292,0.0001196779,3,1
train_002293,0.021709736,2,1
train_002294,0.5,3,0
train_002295,0.5,3,0
train_002296,0.9875688,4,1
train_002297,0.5,3,0
train_002298,0.5,3,0
train_002299,0.5,2,0
train_002300,0.5,2,0
train_002301,0.5,2,0
train_002302,0.5,2,0
train_002303,0.5,4,0
train_002304,0.5,3,0
train_002305,0.5,3,0
train_002306,0.5,3,0
train_002307,0.051072232,3,1
train_002308,0.5,3,0
train_002309,0.5,3,0
train_002310,0.5,3,0
train_002311,0.5,2,0
train_002312,0.5,3,0
train_002313,0.5,3,0
train_002314,0.5,2,0
train_002315,0.06219941,2,1
train_002316,0.5,3,0
train_002317,0.5,3,0
train_002318,0.5,4,0
train_002319,0.5,4,0
train_002320,0.5,2,0
train_002321,0.5,3,0
train_002322,0.5,4,0
train_002323,0.46490133,4,1
train_002324,0.5,2,0
train_002325,0.0009945321,4,1
train_002326,0.5,4,0
train_002327,0.01499238,3,1
train_002328,0.5,3,0
train_002329,0.5,3,0
train_002330,0.5,3,0
train_002331,0.00525059,3,1
train_002332,0.5,3,0
train_002333,0.0012872411,4,1
train_002334,0.5,4,0
train_002335,0.5,3,0
train_002336,0.5,3,0
train_002337,0.5,2,0
train_002338,0.5,2,0
train_002339,0.5,3,0
train_002340,0.5,2,0
train_002341,0.002664379,3,1
train_002342,0.016628934,3,1
train_002343,0.5,4,0
train_002344,0.5,3,0
train_002345,0.5,3,0
train_002346,0.5,3,0
train_002347,0.06586667,3,1
train_002348,0.07438554,3,1
train_002349,0.5,2,0
train_002350,0.5,4,0
train_002351,0.5,3,0
train_002352,0.5,3,0
train_002353,0.5,2,0
train_002354,0.5,2,0
train_002355,0.5,1,0
train_002356,0.5,3,0
train_002357,0.0077804807,2,1
train_002358,0.5,2,0
train_002359,0.5,4,0
train_002360,0.98515016,4,1
train_002361,0.5,2,0
train_002362,0.5,3,0
train_002363,0.5,2,0
train_002364,0.5,3,0
train_002365,0.5,3,0
train_002366,0.093380824,4,1
train_002367,0.5,4,0
train_002368,0.5,2,0
train_002369,0.5,4,0
train_002370,0.5,4,0
train_002371,0.5,4,0
train_002372,0.016347112,3,1
train_002373,0.021529594,4,1
train_002374,0.0031350767,4,1
train_002375,0.5,2,0
train_002376,0.008057883,4,1
train_002377,0.5,2,0
train_002378,0.019179104,4,1
train_002379,0.024570733,3,1
train_002380,0.5,1,0
train_002381,0.5,2,0
train_002382,0.0030080895,3,1
train_002383,0.5,3,0
train_002384,0.5,3,0
train_002385,0.5,3,0
train_002386,0.5,3,0
train_002387,0.5,3,0
train_002388,0.0038887814,3,1
train_002389,0.5,2,0
train_002390,0.06554665,4,1
train_002391,6.471715e-05,3,1
train_002392,0.5,2,0
train_002393,0.5,4,0
train_002394,0.5,4,0
train_002395,0.024701547,3,1
train_002396,0.5,3,0
train_002397,0.28367317,4,1
train_002398,0.5,3,0
train_002399,0.00010497416,3,1
train_002400,0.5,3,0
train_002401,0.25059435,3,1
train_002402,0.006264609,2,1
train_002403,0.5,3,0
train_002404,0.002811209,3,1
train_002405,0.01235723,1,1
train_002406,0.5,1,0
train_002407,0.5,3,0
train_002408,0.0632542,1,1
train_002409,0.5,4,0
train_002410,0.5,4,0
train_002411,0.5,3,0
train_002412,0.5,4,0
train_002413,0.5,3,0
train_002414,0.12144816,4,1
train_002415,0.5,2,0
train_002416,0.00029655878,3,1
train_002417,0.5,4,0
train_002418,0.5,3,0
train_002419,0.5,2,0
train_002420,0.07861282,3,1
train_002421,0.03654558,4,1
train_002422,0.5,2,0
train_002423,0.021922417,3,1
train_002424,0.5,4,0
train_002425,0.5,4,0
train_002426,0.9811792,4,1
train_002427,0.5,3,0
train_002428,0.5,3,0
train_002429,0.5,3,0
train_002430,0.5,4,0
train_002431,0.9897994,4,1
train_002432,0.5,2,0
train_002433,0.5,2,0
train_002434,0.5,3,0
train_002435,0.25698736,4,1
train_002436,4.0480463e-05,4,1
train_002437,0.002640662,2,1
train_002438,0.5,2,0
train_002439,0.0011542859,1,1
train_002440,0.5,4,0
train_002441,0.5,3,0
train_002442,0.5,3,0
train_002443,0.5,3,0
train_002444,0.5,3,0
train_002445,0.5,3,0
train_002446,0.5,4,0
train_002447,0.5,3,0
train_002448,0.5,3,0
train_002449,0.5,4,0
train_002450,0.5,4,0
train_002451,0.989938,3,1
train_002452,0.5,2,0
train_002453,0.20797871,4,1
train_002454,0.000115706156,3,1
train_002455,0.59049296,4,1
train_002456,0.68370736,4,1
train_002457,0.5,2,0
train_002458,0.5,4,0
train_002459,0.0080806995,4,1
train_002460,0.11512325,2,1
train_002461,0.0092468895,3,1
train_002462,0.5,4,0
train_002463,0.5,4,0
train_002464,0.5,2,0
train_002465,0.005042953,3,1
train_002466,0.5,3,0
train_002467,0.099920034,3,1
train_002468,0.011063851,1,1
train_002469,0.006625128,4,1
train_002470,0.5,4,0
train_002471,0.018507758,4,1
train_002472,0.008121137,3,1
train_002473,0.5,3,0
train_002474,0.5,4,0
train_002475,0.5,3,0
train_002476,0.5,1,0
train_002477,0.007474475,3,1
train_002478,0.0060389913,2,1
train_002479,0.5,3,0
train_002480,0.5,2,0
train_002481,0.5,4,0
train_002482,0.003475279,3,1
train_002483,0.5,2,0
train_002484,0.5,3,0
train_002485,0.5,3,0
train_002486,0.0017408141,3,1
train_002487,0.00078114157,3,1
train_002488,0.0008489327,4,1
train_002489,0.00044883162,3,1
train_002490,0.5,3,0
train_002491,0.5,2,0
train_002492,0.5,1,0
train_002493,0.5,3,0
train_002494,0.5,4,0
train_002495,0.0044944948,1,1
train_002496,0.5,4,0
train_002497,0.5,3,0
train_002498,0.5,4,0
train_002499,0.9859849,4,1
train_002500,0.5,4,0
train_002501,0.008066356,4,1
train_002502,0.5,4,0
train_002503,0.5,1,0
train_002504,0.0016938163,3,1
train_002505,0.00023694389,2,1
train_002506,0.5,1,0
train_002507,0.0015738687,1,1
train_002508,0.5,1,0
train_002509,0.0032518967,1,1
train_002510,0.0027372278,1,1
train_002511,0.004868844,4,1
train_002512,0.5,1,0
train_002513,0.0067093307,3,1
train_002514,0.005383535,4,1
train_002515,0.5,3,0
train_002516,0.009448154,4,1
train_002517,0.5,1,0
train_002518,0.5,1,0
train_002519,0.8994787,4,1
train_002520,0.002125611,3,1
train_002521,0.9843583,4,1
train_002522,0.5,3,0
train_002523,0.0002731848,1,1
train_002524,0.5,1,0
train_002525,0.5,1,0
train_002526,0.00042937105,1,1
train_002527,0.05845574,3,1
train_002528,0.5,3,0
train_002529,0.026004216,3,1
train_002530,0.5,1,0
train_002531,0.5,3,0
train_002532,0.5,1,0
train_002533,0.5,3,0
train_002534,0.5,3,0
train_002535,0.5,4,0
train_002536,0.000644818,4,1
train_002537,0.00055718503,3,1
train_002538,0.0066284835,4,1
train_002539,0.00026124812,4,1
train_002540,0.5,4,0
train_002541,0.006639396,4,1
train_002542,0.007533045,3,1
train_002543,0.5,4,0
train_002544,0.5,4,0
train_002545,0.5,3,0
train_002546,0.5,4,0
train_002547,0.0018320947,2,1
train_002548,0.5,1,0
train_002549,0.14881282,3,1
train_002550,0.014552942,4,1
train_002551,0.5,4,0
train_002552,0.0057960395,1,1
train_002553,0.5,3,0
train_002554,0.013354212,3,1
train_002555,0.0009905627,4,1
train_002556,0.5,4,0
train_002557,0.0018326762,3,1
train_002558,0.0005370606,4,1
train_002559,0.5,4,0
train_002560,0.0012614601,4,1
train_002561,0.5,4,0
train_002562,0.5,1,0
train_002563,0.5,3,0
train_002564,0.0010397033,1,1
train_002565,0.0010665139,1,1
train_002566,0.5,3,0
train_002567,0.0047072535,3,1
train_002568,0.5,3,0
train_002569,0.0048826723,2,1
train_002570,0.5,1,0
train_002571,0.5,4,0
train_002572,0.5,1,0
train_002573,0.0009851158,4,1
train_002574,0.030161152,3,1
train_002575,0.010591712,4,1
train_002576,0.5,2,0
train_002577,0.5,1,0
train_002578,0.5,1,0
train_002579,0.5,2,0
train_002580,0.00017378539,4,1
train_002581,0.5,4,0
train_002582,0.0002928065,4,1
train_002583,0.5,1,0
train_002584,0.0074282875,4,1
train_002585,0.0023071077,2,1
train_002586,0.9881251,4,1
train_002587,0.00095654797,4,1
train_002588,0.5,2,0
train_002589,0.02850024,4,1
train_002590,0.9814472,4,1
train_002591,0.5,3,0
train_002592,0.5,4,0
train_002593,0.5,4,0
train_002594,6.043332e-05,1,1
train_002595,0.5,1,0
train_002596,0.5,4,0
train_002597,0.2469846,4,1
train_002598,0.5,4,0
train_002599,0.029118894,4,1
train_002600,0.0023119093,3,1
train_002601,0.5,1,0
train_002602,0.5,4,0
train_002603,0.00045113623,1,1
train_002604,0.4825766,3,1
train_002605,0.004445399,1,1
train_002606,4.0511084e-05,4,1
train_002607,0.5,2,0
train_002608,0.046958197,3,1
train_002609,0.5,4,0
train_002610,0.00036568308,1,1
train_002611,0.001369931,3,1
train_002612,0.5,3,0
train_002613,0.5,2,0
train_002614,0.5,1,0
train_002615,0.0024703492,1,1
train_002616,0.5,4,0
train_002617,0.5,1,0
train_002618,0.0005804933,4,1
train_002619,0.0014664463,4,1
train_002620,0.5,3,0
train_002621,0.031710923,4,1
train_002622,0.0068091583,1,1
train_002623,0.5,4,0
train_002624,0.5,4,0
train_002625,0.5,1,0
train_002626,0.5,1,0
train_002627,0.5,1,0
train_002628,0.5,3,0
train_002629,0.5,4,0
train_002630,0.5,1,0
train_002631,0.5,1,0
train_002632,0.0010014334,4,1
train_002633,0.5,2,0
train_002634,0.5,1,0
train_002635,0.0024877507,1,1
train_002636,0.5,4,0
train_002637,0.00047698282,1,1
train_002638,0.5,4,0
train_002639,0.030432312,1,1
train_002640,0.0018972898,4,1
train_002641,0.27326247,3,1
train_002642,0.5,4,0
train_002643,0.5,1,0
train_002644,0.5,1,0
train_002645,0.5,2,0
train_002646,0.0004209259,4,1
train_002647,0.5,2,0
train_002648,0.5,1,0
train_002649,0.5,4,0
train_002650,0.5,1,0
train_002651,0.0020812375,4,1
train_002652,0.00022432735,4,1
train_002653,0.019514786,4,1
train_002654,0.029931443,4,1
train_002655,0.5,2,0
train_002656,0.5,2,0
train_002657,2.1539969e-05,4,1
train_002658,0.5,3,0
train_002659,0.5,4,0
train_002660,0.5,4,0
train_002661,0.5,3,0
train_002662,0.5,1,0
train_002663,0.9888467,3,1
train_002664,0.008990858,4,1
train_002665,0.005155241,4,1
train_002666,0.5,4,0
train_002667,0.5,4,0
train_002668,0.5,2,0
train_002669,0.5,1,0
train_002670,0.5,4,0
train_002671,0.00037341524,2,1
train_002672,0.5,1,0
train_002673,0.19397554,2,1
train_002674,0.017526615,2,1
train_002675,0.013713796,4,1
train_002676,0.5,1,0
train_002677,0.015612909,1,1
train_002678,0.5,1,0
train_002679,0.5,4,0
train_002680,0.5,2,0
train_002681,0.5,3,0
train_002682,0.0061210967,1,1
train_002683,0.5,1,0
train_002684,0.5,3,0
train_002685,0.0036384992,4,1
train_002686,0.5,3,0
train_002687,0.5,4,0
train_002688,0.0013099109,2,1
train_002689,0.0016876467,4,1
train_002690,0.0017441297,3,1
train_002691,0.00063001754,1,1
train_002692,0.009046438,2,1
train_002693,0.90436876,4,1
train_002694,0.5,3,0
train_002695,0.5,1,0
train_002696,0.5,2,0
train_002697,0.5,4,0
train_002698,0.5,1,0
train_002699,0.00037304222,3,1
train_002700,0.5,4,0
train_002701,0.0010194426,4,1
train_002702,0.0021341487,1,1
train_002703,0.008764462,4,1
train_002704,0.5,4,0
train_002705,0.5,1,0
train_002706,0.5,1,0
train_002707,0.5,4,0
train_002708,0.5,1,0
train_002709,0.003835727,4,1
train_002710,0.5,1,0
train_002711,0.5,3,0
train_002712,0.5,1,0
train_002713,0.00631607,2,1
train_002714,0.5,1,0
train_002715,0.0017311723,4,1
train_002716,0.5,2,0
train_002717,0.5,4,0
train_002718,0.0041762907,2,1
train_002719,0.5,1,0
train_002720,0.5,4,0
train_002721,0.5,1,0
train_002722,0.1696566,2,1
train_002723,0.5,1,0
train_002724,0.5,4,0
train_002725,0.5,4,0
train_002726,0.5,1,0
train_002727,0.9833935,2,1
train_002728,0.0004444362,4,1
train_002729,0.0014050092,1,1
train_002730,0.5,1,0
train_002731,0.5,4,0
train_002732,0.003946222,3,1
train_002733,0.0135330735,3,1
train_002734,0.5,4,0
train_002735,0.0020747962,4,1
train_002736,0.5,4,0
train_002737,0.018774036,3,1
train_002738,8.123135e-05,3,1
train_002739,0.5,3,0
train_002740,0.5,4,0
train_002741,0.5,4,0
train_002742,0.013025119,3,1
train_002743,0.00011154085,4,1
train_002744,0.004431358,4,1
train_002745,0.5,1,0
train_002746,0.009831622,2,1
train_002747,0.0024556904,4,1
train_002748,6.3763444e-05,3,1
train_002749,0.022804502,2,1
train_002750,0.5,1,0
train_002751,0.5,1,0
train_002752,0.5,4,0
train_002753,0.01226341,4,1
train_002754,0.5,4,0
train_002755,0.21692696,1,1
train_002756,0.00023799187,1,1
train_002757,0.06964294,4,1
train_002758,0.0010315244,4,1
train_002759,0.5,4,0
train_002760,0.04837734,1,1
train_002761,0.5,4,0
train_002762,0.0006553498,1,1
train_002763,0.01928815,2,1
train_002764,0.5,1,0
train_002765,0.0037083663,4,1
train_002766,0.0045748884,3,1
train_002767,0.0042122537,1,1
train_002768,0.0061726943,4,1
train_002769,0.96589833,3,1
train_002770,0.5,1,0
train_002771,0.976834,4,1
train_002772,0.0012967328,3,1
train_002773,0.5,2,0
train_002774,0.5,2,0
train_002775,0.5,3,0
train_002776,0.59520155,4,1
train_002777,0.00043809818,4,1
train_002778,0.5,2,0
train_002779,0.015076942,4,1
train_002780,0.5,3,0
train_002781,0.5,1,0
train_002782,0.5,4,0
train_002783,0.5,4,0
train_002784,0.004525307,3,1
train_002785,0.0025137833,4,1
train_002786,0.5,3,0
train_002787,0.0020185169,4,1
train_002788,0.5,4,0
train_002789,0.06892046,3,1
train_002790,0.5,1,0
train_002791,0.5,1,0
train_002792,0.0017914159,4,1
train_002793,0.014099503,4,1
train_002794,0.010592221,1,1
train_002795,0.5,1,0
train_002796,0.5,1,0
train_002797,0.5,3,0
train_002798,0.00025022216,2,1
train_002799,0.017641095,4,1
train_002800,0.00057297765,2,1
train_002801,0.5,3,0
train_002802,0.02753821,4,1
train_002803,0.5,4,0
train_002804,0.5,3,0
train_002805,0.5,1,0
train_002806,0.5,1,0
train_002807,0.010282709,4,1
train_002808,0.0028043357,3,1
train_002809,0.19749041,4,1
train_002810,0.0010310836,3,1
train_002811,0.5,3,0
train_002812,0.5,1,0
train_002813,0.5,4,0
train_002814,0.0045852726,2,1
train_002815,0.5,4,0
train_002816,0.5,1,0
train_002817,0.5,1,0
train_002818,0.5,4,0
train_002819,9.891439e-05,4,1
train_002820,0.00090292393,3,1
train_002821,0.012971439,3,1
train_002822,0.00058534055,1,1
train_002823,0.031815544,4,1
train_002824,0.0073203724,4,1
train_002825,0.5,2,0
train_002826,0.5,4,0
train_002827,0.5,4,0
train_002828,0.5,1,0
train_002829,0.5,2,0
train_002830,0.5,4,0
train_002831,0.004715543,2,1
train_002832,0.5,4,0
train_002833,0.5,3,0
train_002834,0.98793614,1,1
train_002835,0.5,4,0
train_002836,0.0033832982,4,1
train_002837,0.5,3,0
train_002838,0.0014463289,1,1
train_002839,0.5,4,0
train_002840,0.017514044,4,1
train_002841,0.5,4,0
train_002842,0.5,2,0
train_002843,0.0034152896,3,1
train_002844,0.5,1,0
train_002845,0.010514965,1,1
train_002846,0.5,1,0
train_002847,0.5,1,0
train_002848,0.0007434158,1,1
train_002849,0.5,3,0
train_002850,0.0017007852,3,1
train_002851,0.077059515,3,1
train_002852,0.019062297,4,1
train_002853,0.5,1,0
train_002854,0.004558334,4,1
train_002855,0.5,1,0
train_002856,0.5,3,0
train_002857,0.5,3,0
train_002858,0.5,1,0
train_002859,0.003315163,4,1
train_002860,0.5,4,0
train_002861,0.0006079148,1,1
train_002862,0.5,3,0
train_002863,0.5,4,0
train_002864,0.5,2,0
train_002865,0.0041059805,3,1
train_002866,0.0034073966,3,1
train_002867,0.5,3,0
train_002868,0.5,3,0
train_002869,0.004095592,3,1
train_002870,0.0032423467,3,1
train_002871,0.013717202,1,1
train_002872,0.5,1,0
train_002873,0.0058672633,4,1
train_002874,0.987643,4,1
train_002875,0.5,4,0
train_002876,0.5,1,0
train_002877,0.5,2,0
train_002878,0.5,4,0
train_002879,0.5,4,0
train_002880,0.0012159521,4,1
train_002881,0.00025750694,1,1
train_002882,0.0004711934,1,1
train_002883,0.5,1,0
train_002884,0.5,3,0
train_002885,0.5,3,0
train_002886,0.0020036348,1,1
train_002887,0.001086368,1,1
train_002888,0.5,3,0
train_002889,0.0119792055,3,1
train_002890,0.0024282741,3,1
train_002891,0.0022327772,4,1
train_002892,0.5,4,0
train_002893,0.5,2,0
train_002894,0.5,4,0
train_002895,0.5,1,0
train_002896,0.12911063,4,1
train_002897,0.5,3,0
train_002898,0.5,3,0
train_002899,0.5,4,0
train_002900,0.5,4,0
train_002901,0.5,1,0
train_002902,0.5,1,0
train_002903,0.5,1,0
train_002904,4.549479e-05,4,1
train_002905,0.5,4,0
train_002906,0.0016846028,1,1
train_002907,0.5,4,0
train_002908,0.019875966,2,1
train_002909,0.0047666696,1,1
train_002910,0.00042214035,2,1
train_002911,0.5,2,0
train_002912,0.5,1,0
train_002913,0.5,2,0
train_002914,0.5,1,0
train_002915,0.5,3,0
train_002916,0.5,4,0
train_002917,0.5,4,0
train_002918,0.00036204365,3,1
train_002919,0.5,2,0
train_002920,0.5,1,0
train_002921,0.0060248724,4,1
train_002922,0.5,3,0
train_002923,0.009358923,3,1
train_002924,0.5,4,0
train_002925,0.0007648479,1,1
train_002926,0.5,4,0
train_002927,0.007121515,1,1
train_002928,0.001527775,1,1
train_002929,0.5,3,0
train_002930,0.010184337,4,1
train_002931,0.5,4,0
train_002932,0.0044927555,4,1
train_002933,0.5,1,0
train_002934,0.5,1,0
train_002935,0.05232649,4,1
train_002936,0.5,3,0
train_002937,0.5,1,0
train_002938,0.0012618317,4,1
train_002939,0.5,3,0
train_002940,0.5,2,0
train_002941,0.5,3,0
train_002942,0.5,3,0
train_002943,0.5,1,0
train_002944,0.00078330113,4,1
train_002945,0.5,3,0
train_002946,0.0015603808,4,1
train_002947,0.5,3,0
train_002948,0.5,3,0
train_002949,0.95516425,4,1
train_002950,0.5,4,0
train_002951,0.5,3,0
train_002952,0.0014393165,4,1
train_002953,0.5,2,0
train_002954,0.5,4,0
train_002955,0.5,4,0
train_002956,0.00053157716,4,1
train_002957,0.03853849,1,1
train_002958,0.0015859525,4,1
train_002959,0.000222433,3,1
train_002960,0.00024873938,4,1
train_002961,0.006461524,4,1
train_002962,0.5,1,0
train_002963,0.00093052885,3,1
train_002964,0.5,2,0
train_002965,0.0017025413,2,1
train_002966,0.0011704005,2,1
train_002967,0.5,4,0
train_002968,0.5,1,0
train_002969,0.5,1,0
train_002970,0.5,3,0
train_002971,0.5,2,0
train_002972,0.5,2,0
train_002973,0.5,4,0
train_002974,0.5,1,0
train_002975,0.5,3,0
train_002976,0.5,3,0
train_002977,0.0029589871,3,1
train_002978,0.0051420126,2,1
train_002979,0.9927492,4,1
train_002980,0.0020382258,2,1
train_002981,0.016840247,4,1
train_002982,0.5,3,0
train_002983,0.5,2,0
train_002984,0.0063051516,4,1
train_002985,0.5,1,0
