sample_idx,label,binary_label,prediction,correct,dominant_token,attn_img,attn_txt,attn_cross,attn_diff,attn_scalars,aitr_prob
297,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.064
298,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.052
299,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0661
300,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0426
301,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.049
302,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0678
303,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0423
304,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0476
305,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0448
306,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0438
307,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0442
308,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.096
309,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0441
310,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0461
311,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0391
312,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0459
313,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.039
314,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0754
315,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0516
316,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0387
317,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.066
318,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0488
319,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0496
320,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1608,0.1852,0.0839
321,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0373
322,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1848,0.0367
323,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.043
324,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0404
325,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.1609,0.1849,0.0388
326,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.071
327,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0396
328,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0396
329,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0477
330,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0497
331,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.048
332,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0498
333,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1849,0.0388
334,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.0447
335,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0487
336,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0453
337,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0747
338,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0532
339,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0511
340,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0467
341,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0663
342,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0637
343,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0771
344,out-of-context,1,1,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.1106
345,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0468
346,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.043
347,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0866
348,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.047
349,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.045
350,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0439
351,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0546
352,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0466
353,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0876
354,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0369
355,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.161,0.1849,0.0396
356,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0435
357,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0438
358,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1848,0.0381
359,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0528
360,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0408
361,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0402
362,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0438
363,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0597
364,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0517
365,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0767
366,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0448
367,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0475
368,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0731
369,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0484
370,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0433
371,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0547
372,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0626
373,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0514
374,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0645
375,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.042
376,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0453
377,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0559
378,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0462
379,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0433
380,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0804
381,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0446
382,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0478
383,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.091
384,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0445
385,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0445
386,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0508
387,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0421
388,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.052
389,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0703
390,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0466
391,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0467
392,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0585
393,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0516
394,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0503
395,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0814
396,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0561
397,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0664
398,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0597
399,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0409
400,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0456
401,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0722
402,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0516
403,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0528
404,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0739
405,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0493
406,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.054
407,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0847
408,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0686
409,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0528
410,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.071
411,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0539
412,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0465
413,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0683
414,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0466
415,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0432
416,out-of-context,1,1,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.1162
417,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0444
418,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0393
419,out-of-context,1,1,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.1013
420,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0507
421,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0438
422,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0515
423,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0419
424,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0422
425,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0455
426,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0411
427,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0383
428,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0702
429,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0456
430,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0441
431,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0753
432,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0438
433,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0628
434,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0603
435,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0481
436,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0459
437,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0648
438,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0418
439,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0583
440,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0735
441,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0479
442,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0502
443,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0405
444,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0502
445,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0537
446,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0478
447,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.059
448,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0515
449,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0703
450,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0401
451,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.161,0.1848,0.0359
452,out-of-context,1,1,1,scalars,0.1635,0.1608,0.1636,0.1608,0.1853,0.1039
453,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0387
454,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.05
455,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0493
456,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0433
457,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0397
458,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0739
459,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0387
460,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.161,0.185,0.0422
461,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0487
462,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0393
463,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0752
464,out-of-context,1,1,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.1044
465,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0504
466,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0477
467,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1853,0.0942
468,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0457
469,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0431
470,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.063
471,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0554
472,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0628
473,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0573
474,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0484
475,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0421
476,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0843
477,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0813
478,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.1851,0.0572
479,out-of-context,1,1,1,scalars,0.1635,0.1608,0.1636,0.1608,0.1853,0.1158
480,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0407
481,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0568
482,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0902
483,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0666
484,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0538
485,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0489
486,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0562
487,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0524
488,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0635
489,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0374
490,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0433
491,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0654
492,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1851,0.0467
493,out-of-context,1,1,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1853,0.1044
494,true,0,0,1,scalars,0.1636,0.1609,0.1637,0.161,0.1849,0.0396
495,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0523
496,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.161,0.1849,0.041
497,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0491
498,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0644
499,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0407
500,true,0,0,1,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0398
501,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.0387
502,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0666
503,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1608,0.185,0.0437
504,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0377
505,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0504
506,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.042
507,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0476
508,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0417
509,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.0413
510,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.041
511,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0406
512,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0532
513,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.045
514,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0907
515,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0441
516,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0393
517,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0576
518,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0421
519,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0411
520,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0857
521,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0422
522,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0475
523,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0485
524,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0649
525,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0522
526,out-of-context,1,1,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.1011
527,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.161,0.1849,0.0391
528,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.1609,0.1848,0.0371
529,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1851,0.0522
530,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0452
531,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0489
532,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0701
533,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0514
534,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0503
535,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.0435
536,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.0441
537,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0517
538,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0415
539,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0425
540,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1853,0.0923
541,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.047
542,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.043
543,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0593
544,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0402
545,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0535
546,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0783
547,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0585
548,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0394
549,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0621
550,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.185,0.043
551,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1608,0.185,0.0398
552,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0482
553,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.043
554,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1852,0.0778
555,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0529
556,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0485
557,miscaptioned,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0679
558,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1609,0.1852,0.0631
559,true,0,0,1,scalars,0.1635,0.1609,0.1636,0.1609,0.1851,0.0451
560,miscaptioned,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0609
561,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0518
562,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0486
563,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0425
564,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1852,0.0688
565,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0457
566,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.161,0.185,0.0463
567,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0672
568,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0389
569,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0419
570,out-of-context,1,0,0,scalars,0.1635,0.1608,0.1636,0.1609,0.1852,0.0566
571,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0433
572,miscaptioned,1,0,0,scalars,0.1636,0.161,0.1636,0.1609,0.1849,0.04
573,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.09
574,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0447
575,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0432
576,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0879
577,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1849,0.0412
578,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0447
579,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.05
580,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0485
581,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.084
582,true,0,0,1,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0478
583,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.185,0.0483
584,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0655
585,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0434
586,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1608,0.1851,0.0623
587,out-of-context,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0541
588,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.1851,0.0498
589,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0453
590,out-of-context,1,0,0,scalars,0.1635,0.1609,0.1636,0.1608,0.1852,0.0806
591,true,0,0,1,scalars,0.1636,0.1609,0.1636,0.1609,0.185,0.0453
592,miscaptioned,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1851,0.0491
593,out-of-context,1,0,0,scalars,0.1636,0.1608,0.1636,0.1609,0.1852,0.0693
594,true,0,0,1,scalars,0.1635,0.1608,0.1636,0.161,0.185,0.0408
595,miscaptioned,1,0,0,scalars,0.1636,0.1609,0.1637,0.1609,0.185,0.0398
